Number,Incident.Type,Creation.Date,Latitude,Longitude,Total.population,One.race.1,White,Black.or.African.American,American.Indian.and.Alaska.Native,Asian,Hispanic.or.Latino..of.any.race.,Median.household.income..dollars.,groupedtype,newBorough
168,Fire-Sensitive Location,41877.73334,40.5655346,-74.18298237,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
169,Fire-2nd Alarm,41877.50194,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
170,Law Enforcement-Suspicious Package,41871.74957,40.71672991,-74.0070783,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
171,Fire-2nd Alarm,41875.78855,40.84571343,-73.89082887,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
172,Fire-2nd Alarm,41875.84375,40.6838331,-73.82675963,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
173,Fire-1st Alarm,41875.75038,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
174,Fire-2nd Alarm,41875.16358,40.87043288,-73.89151684,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
175,Fire-4th Alarm,41872.16179,40.6466852,-73.97087853,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
176,Fire-2nd Alarm,41868.89376,40.68816488,-73.81478076,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
177,Fire-3rd Alarm,41867.26347,40.6689773,-73.92550442,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
178,Law Enforcement-Suspicious Package,41865.77878,40.62812841,-73.96582812,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
179,Law Enforcement-Suspicious Package,41865.94748,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
180,Fire-3rd Alarm,41864.92669,40.7134075,-73.79160348,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
181,Fire-Hospital,41864.61424,40.76398106,-73.95588017,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
182,Law Enforcement-Suspicious Package,41863.47396,40.75631387,-73.99049892,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Law,NEW YORK CITY
183,Law Enforcement-Suspicious Package,41862.96209,40.594104,-74.157984,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
184,Fire-10-76 (Commercial High Rise Fire),41861.00597,40.69248562,-73.99089526,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
185,Fire-3rd Alarm,41857.84759,40.62602339,-73.95647818,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
186,Fire-2nd Alarm,41857.74056,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
187,Law Enforcement-Haz Mat,41856.69405,40.81427599,-73.96163683,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
188,Fire-2nd Alarm,41856.56359,40.68568562,-73.82789677,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
189,Law Enforcement-Other,41853.49145,40.67806754,-73.83101419,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
190,Fire-2nd Alarm,41848.23713,40.64760484,-73.87721996,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
191,Law Enforcement-Suspicious Package,41846.75551,40.76246067,-73.97424936,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Law,NEW YORK CITY
192,Fire-1st Alarm,41845.72027,40.57382483,-73.99040188,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
193,Fire-2nd Alarm,41839.8408,40.66480121,-73.92305582,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
194,Fire-2nd Alarm,41836.79387,40.82745178,-73.95151059,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
195,Law Enforcement-Haz Mat,41836.49738,40.65174199,-73.86945406,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
196,Law Enforcement-Suspicious Package,41836.40201,40.72540346,-73.85659322,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
197,Fire-Other,41824.62575,40.79285787,-73.97491533,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
198,Fire-Nursing Home,41835.54716,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
199,Fire-2nd Alarm,41834.62714,40.65627237,-73.95998551,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
200,Fire-2nd Alarm,41834.02703,40.86916184,-73.8889394,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
201,Fire-Haz Mat,41831.56406,40.61818669,-74.13345736,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
202,Law Enforcement-Device,41830.55166,40.73432322,-73.81060275,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
203,Fire-4th Alarm,41829.70122,40.75218821,-73.98367039,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
204,Fire-3rd Alarm,41828.62118,40.63751296,-74.00838748,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
205,Fire-2nd Alarm,41826.64703,40.63784636,-73.89958107,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
206,Fire-2nd Alarm,41825.65293,40.67718848,-73.94976404,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
207,Fire-10-76 (Commercial High Rise Fire),41825.82111,40.76274848,-73.97415761,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
208,Fire-Other,41824.37697,40.73690678,-73.97555605,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
209,Fire-2nd Alarm,41823.87623,40.68514915,-73.82560148,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
210,Law Enforcement-Suspicious Package,41823.64539,40.84102531,-73.86757976,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
211,Fire-2nd Alarm,41823.0075,40.90433283,-73.90033781,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
212,Law Enforcement-Suspicious Package,41822.47958,40.749786,-73.987794,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
213,Law Enforcement-Other,41821.45038,40.57599083,-73.97668716,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
214,Fire-2nd Alarm,41821.0661,40.62012037,-73.9280559,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
215,Fire-10-77 (Residential High Rise Fire),41820.80738,40.74436578,-73.98664352,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
216,Fire-10-76 (Commercial High Rise Fire),41820.38519,40.75397409,-73.98199112,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
217,Fire-10-77 (Residential High Rise Fire),41819.71238,40.74436578,-73.98664352,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
218,Fire-Collapse,41812.46303,40.68137729,-73.90656176,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
219,Fire-2nd Alarm,41815.49333,40.86103789,-73.90767717,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
220,Fire-1st Alarm,41812.93405,40.67212215,-73.93354694,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
221,Fire-Manhole,41811.08234,40.709142,-73.950813,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
222,Fire-1st Alarm,41811.79691,40.85197674,-73.88573291,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
223,Law Enforcement-Other,41811.58628,40.57429237,-74.10578866,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
224,Fire-Collapse,41808.74291,40.73144746,-73.95633417,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
225,Fire-3rd Alarm,41808.75031,40.61047194,-73.99119703,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
226,Law Enforcement-Suspicious Package,41800.72721,40.64306759,-74.07703574,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
227,Fire-5th Alarm,41805.80831,40.59154887,-74.16296258,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
228,Fire-Other,41805.56382,40.57235378,-73.99479715,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
229,Fire-2nd Alarm,41805.17089,40.64447167,-74.00733936,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
230,Fire-1st Alarm,41803.97836,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
231,Law Enforcement-Haz Mat,41804.56155,40.86783107,-73.83443283,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
232,Law Enforcement-Suspicious Package,41803.61692,40.71205818,-73.82531956,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
233,Fire-3rd Alarm,41802.99112,40.84573252,-73.93631531,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
234,Law Enforcement-Device,41802.31153,40.58459559,-73.98456846,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
235,Fire-10-77 (Residential High Rise Fire),41777.41547,40.84708663,-73.93349616,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
236,Law Enforcement-Suspicious Package,41797.50521,40.76898858,-73.98500023,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
237,Fire-Sensitive Location,41796.63168,40.63772442,-73.99068861,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
238,Fire-3rd Alarm,41795.73983,40.64369155,-74.07743457,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
239,Fire-2nd Alarm,41793.10582,40.7616,-73.81765751,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
240,Fire-2nd Alarm,41793.10582,40.7616,-73.81765751,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
241,Fire-2nd Alarm,41790.86818,40.67921446,-73.94151097,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
242,Law Enforcement-Other,41790.30438,40.766715,-73.9691325,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
243,Law Enforcement-Other,41790.30438,40.766715,-73.9691325,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
244,Fire-3rd Alarm,41786.66317,40.74386979,-73.99520503,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
245,Fire-4th Alarm,41785.99043,40.74585338,-73.88503631,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
246,Fire-2nd Alarm,41785.56884,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
247,Fire-3rd Alarm,41779.25287,40.85300446,-73.90184721,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
248,Law Enforcement-Haz Mat,41780.57071,40.59049208,-73.95870081,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
249,Fire-2nd Alarm,41779.99219,40.75525672,-73.98491126,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
250,Fire-3rd Alarm,41779.25287,40.85300446,-73.90184721,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
251,Fire-Other,41779.49966,40.63870381,-73.9989691,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
252,Fire-Collapse,41775.68106,40.56060431,-74.18155724,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
253,Fire-2nd Alarm,41774.98116,40.68914838,-73.73713312,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
254,Fire-10-76 (Commercial High Rise Fire),41774.93314,40.74011399,-73.98948628,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
255,Fire-Collapse,41773.76021,40.69319766,-73.95587793,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
256,Fire-Other,41768.82215,40.74393781,-73.99950703,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
257,Fire-Sensitive Location,41771.69806,40.60758124,-73.94525564,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
258,Fire-2nd Alarm,41769.23169,40.74773017,-73.87569346,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
259,Fire-2nd Alarm,41769.23169,40.74773017,-73.87569346,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
260,Fire-5th Alarm,41752.24311,40.86420309,-73.89149696,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
261,Fire-2nd Alarm,41769.15654,40.51188534,-74.25119569,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
262,Fire-4th Alarm,41768.856,40.80681821,-73.91339937,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
263,Fire-Other,41768.82215,40.74393781,-73.99950703,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
264,Fire-School,41768.52088,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
265,Law Enforcement-Suspicious Package,41767.68663,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
266,Law Enforcement-Suspicious Package,41767.444,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
267,Fire-10-76 (Commercial High Rise Fire),41765.84986,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
268,Law Enforcement-Device,41764.41779,40.660389,-73.9803735,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
269,Fire-10-77 (Residential High Rise Fire),41763.49185,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
270,Law Enforcement-Other,41762.63767,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
271,Law Enforcement-Suspicious Package,41761.4935,40.59359818,-73.78911835,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
272,Fire-2nd Alarm,41761.83313,40.86216639,-73.89153115,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
273,Fire-Collapse,41761.64303,40.722993,-73.988622,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
274,Law Enforcement-Suspicious Package,41761.69995,40.84228368,-73.84484323,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
275,Fire-Sensitive Location,41761.40672,40.750281,-73.9948635,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
276,Fire-2nd Alarm,41760.66014,40.69181225,-73.81286049,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
277,Fire-2nd Alarm,41758.56965,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
278,Fire-3rd Alarm,41757.01214,40.71756078,-73.75035793,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
279,Fire-1st Alarm,41758.38103,40.7848459,-73.95585785,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
280,Fire-School,41755.37471,40.74094792,-73.85394157,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
281,Fire-3rd Alarm,41755.03272,40.84473437,-73.86591158,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
282,Fire-Other,41753.78289,40.70902474,-74.00896043,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
283,Law Enforcement-Suspicious Package,41753.52523,40.742892,-73.9928115,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
284,Fire-2nd Alarm,41750.82698,40.760676,-73.744074,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
285,Fire-2nd Alarm,41749.66885,40.72967981,-73.98848297,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
286,Fire-2nd Alarm,41749.66885,40.72967981,-73.98848297,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
287,Fire-3rd Alarm,41749.45391,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
288,Fire-3rd Alarm,41702.03434,40.68547741,-73.93117632,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
289,Fire-3rd Alarm,41745.54749,40.76104395,-73.81976826,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
290,Fire-10-76 (Commercial High Rise Fire),41744.65647,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
291,Fire-2nd Alarm,41744.18841,40.60870308,-73.74980346,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
292,Law Enforcement-Suspicious Package,41743.71559,40.73649279,-73.99285665,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
293,Fire-2nd Alarm,41742.79815,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
294,Fire-5th Alarm,41719.96609,40.82653751,-73.94317387,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
295,Fire-5th Alarm,41719.96609,40.82653751,-73.94317387,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
296,Fire-2nd Alarm,41741.65196,40.89555958,-73.84757349,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
297,Fire-2nd Alarm,41741.71052,40.848525,-73.8204705,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
298,Fire-2nd Alarm,41737.68688,40.83227067,-73.90142593,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
299,Law Enforcement-Suspicious Package,41740.72951,40.750884,-73.97265076,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
